Jun  9 03:25:01 Cmarshall CRON[2419]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:00:07 Cmarshall CRON[3076]: pam_unix(cron:session): session closed for user root
Jun  9 05:05:01 Cmarshall CRON[3111]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:05:07 Cmarshall CRON[3111]: pam_unix(cron:session): session closed for user root
Jun  9 05:10:01 Cmarshall CRON[3145]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:10:08 Cmarshall CRON[3145]: pam_unix(cron:session): session closed for user root
Jun  9 05:15:01 Cmarshall CRON[3180]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:15:08 Cmarshall CRON[3180]: pam_unix(cron:session): session closed for user root
Jun  9 05:17:01 Cmarshall CRON[3210]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:17:01 Cmarshall CRON[3210]: pam_unix(cron:session): session closed for user root
Jun  9 05:20:01 Cmarshall CRON[3217]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:20:08 Cmarshall CRON[3217]: pam_unix(cron:session): session closed for user root
Jun  9 05:25:01 Cmarshall CRON[3251]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:25:09 Cmarshall CRON[3251]: pam_unix(cron:session): session closed for user root
Jun  9 05:30:01 Cmarshall CRON[3285]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:30:07 Cmarshall CRON[3285]: pam_unix(cron:session): session closed for user root
Jun  9 05:35:01 Cmarshall CRON[3319]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:35:08 Cmarshall CRON[3319]: pam_unix(cron:session): session closed for user root
Jun  9 05:40:01 Cmarshall CRON[3353]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:40:09 Cmarshall CRON[3353]: pam_unix(cron:session): session closed for user root
Jun  9 05:45:01 Cmarshall CRON[3388]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:45:07 Cmarshall CRON[3388]: pam_unix(cron:session): session closed for user root
Jun  9 05:50:01 Cmarshall CRON[3422]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:50:04 Cmarshall CRON[3422]: pam_unix(cron:session): session closed for user root
Jun  9 05:55:01 Cmarshall CRON[3457]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 05:55:08 Cmarshall CRON[3457]: pam_unix(cron:session): session closed for user root
Jun  9 06:00:01 Cmarshall CRON[3492]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:00:08 Cmarshall CRON[3492]: pam_unix(cron:session): session closed for user root
Jun  9 06:05:01 Cmarshall CRON[3525]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:05:08 Cmarshall CRON[3525]: pam_unix(cron:session): session closed for user root
Jun  9 06:10:01 Cmarshall CRON[3564]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:10:08 Cmarshall CRON[3564]: pam_unix(cron:session): session closed for user root
Jun  9 06:15:01 Cmarshall CRON[3602]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:15:08 Cmarshall CRON[3602]: pam_unix(cron:session): session closed for user root
Jun  9 06:17:01 Cmarshall CRON[3633]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:17:01 Cmarshall CRON[3633]: pam_unix(cron:session): session closed for user root
Jun  9 06:20:01 Cmarshall CRON[3640]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:20:08 Cmarshall CRON[3640]: pam_unix(cron:session): session closed for user root
Jun  9 06:25:01 Cmarshall CRON[3675]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:25:01 Cmarshall CRON[3676]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:25:01 Cmarshall CRON[3676]: pam_unix(cron:session): session closed for user root
Jun  9 06:25:08 Cmarshall CRON[3675]: pam_unix(cron:session): session closed for user root
Jun  9 06:30:01 Cmarshall CRON[3711]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:30:07 Cmarshall CRON[3711]: pam_unix(cron:session): session closed for user root
Jun  9 06:35:01 Cmarshall CRON[3746]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:35:07 Cmarshall CRON[3746]: pam_unix(cron:session): session closed for user root
Jun  9 06:40:01 Cmarshall CRON[3779]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:40:08 Cmarshall CRON[3779]: pam_unix(cron:session): session closed for user root
Jun  9 06:45:01 Cmarshall CRON[3813]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:45:08 Cmarshall CRON[3813]: pam_unix(cron:session): session closed for user root
Jun  9 06:50:01 Cmarshall CRON[3849]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:50:08 Cmarshall CRON[3849]: pam_unix(cron:session): session closed for user root
Jun  9 06:55:01 Cmarshall CRON[3883]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 06:55:03 Cmarshall CRON[3883]: pam_unix(cron:session): session closed for user root
Jun  9 07:00:01 Cmarshall CRON[3917]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:00:07 Cmarshall CRON[3917]: pam_unix(cron:session): session closed for user root
Jun  9 07:05:01 Cmarshall CRON[3951]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:05:08 Cmarshall CRON[3951]: pam_unix(cron:session): session closed for user root
Jun  9 07:10:01 Cmarshall CRON[3986]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:10:08 Cmarshall CRON[3986]: pam_unix(cron:session): session closed for user root
Jun  9 07:15:01 Cmarshall CRON[4021]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:15:09 Cmarshall CRON[4021]: pam_unix(cron:session): session closed for user root
Jun  9 07:17:01 Cmarshall CRON[4052]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:17:01 Cmarshall CRON[4052]: pam_unix(cron:session): session closed for user root
Jun  9 07:20:01 Cmarshall CRON[4058]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:20:07 Cmarshall CRON[4058]: pam_unix(cron:session): session closed for user root
Jun  9 07:25:01 Cmarshall CRON[4095]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:25:07 Cmarshall CRON[4095]: pam_unix(cron:session): session closed for user root
Jun  9 07:30:01 Cmarshall CRON[4129]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:30:01 Cmarshall CRON[4130]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:30:01 Cmarshall CRON[4130]: pam_unix(cron:session): session closed for user root
Jun  9 07:30:08 Cmarshall CRON[4129]: pam_unix(cron:session): session closed for user root
Jun  9 07:35:01 Cmarshall CRON[4171]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:35:08 Cmarshall CRON[4171]: pam_unix(cron:session): session closed for user root
Jun  9 07:40:01 Cmarshall CRON[4207]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:40:09 Cmarshall CRON[4207]: pam_unix(cron:session): session closed for user root
Jun  9 07:45:01 Cmarshall CRON[4241]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:45:08 Cmarshall CRON[4241]: pam_unix(cron:session): session closed for user root
Jun  9 07:50:01 Cmarshall CRON[4278]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:50:08 Cmarshall CRON[4278]: pam_unix(cron:session): session closed for user root
Jun  9 07:55:01 Cmarshall CRON[4313]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 07:55:08 Cmarshall CRON[4313]: pam_unix(cron:session): session closed for user root
Jun  9 08:00:01 Cmarshall CRON[4347]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:00:08 Cmarshall CRON[4347]: pam_unix(cron:session): session closed for user root
Jun  9 08:05:01 Cmarshall CRON[4382]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:05:08 Cmarshall CRON[4382]: pam_unix(cron:session): session closed for user root
Jun  9 08:10:01 Cmarshall CRON[4415]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:10:08 Cmarshall CRON[4415]: pam_unix(cron:session): session closed for user root
Jun  9 08:15:01 Cmarshall CRON[4448]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:15:03 Cmarshall CRON[4448]: pam_unix(cron:session): session closed for user root
Jun  9 08:17:01 Cmarshall CRON[4480]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:17:01 Cmarshall CRON[4480]: pam_unix(cron:session): session closed for user root
Jun  9 08:20:01 Cmarshall CRON[4486]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:20:07 Cmarshall CRON[4486]: pam_unix(cron:session): session closed for user root
Jun  9 08:25:01 Cmarshall CRON[4520]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:25:08 Cmarshall CRON[4520]: pam_unix(cron:session): session closed for user root
Jun  9 08:30:01 Cmarshall CRON[4555]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:30:08 Cmarshall CRON[4555]: pam_unix(cron:session): session closed for user root
Jun  9 08:35:01 Cmarshall CRON[4589]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:35:09 Cmarshall CRON[4589]: pam_unix(cron:session): session closed for user root
Jun  9 08:40:01 Cmarshall CRON[4623]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:40:07 Cmarshall CRON[4623]: pam_unix(cron:session): session closed for user root
Jun  9 08:45:01 Cmarshall CRON[4658]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:45:07 Cmarshall CRON[4658]: pam_unix(cron:session): session closed for user root
Jun  9 08:50:01 Cmarshall CRON[4692]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:50:07 Cmarshall CRON[4692]: pam_unix(cron:session): session closed for user root
Jun  9 08:55:01 Cmarshall CRON[4726]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 08:55:08 Cmarshall CRON[4726]: pam_unix(cron:session): session closed for user root
Jun  9 09:00:01 Cmarshall CRON[4761]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:00:07 Cmarshall CRON[4761]: pam_unix(cron:session): session closed for user root
Jun  9 09:05:01 Cmarshall CRON[4795]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:05:07 Cmarshall CRON[4795]: pam_unix(cron:session): session closed for user root
Jun  9 09:10:01 Cmarshall CRON[4830]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:10:09 Cmarshall CRON[4830]: pam_unix(cron:session): session closed for user root
Jun  9 09:15:01 Cmarshall CRON[4864]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:15:07 Cmarshall CRON[4864]: pam_unix(cron:session): session closed for user root
Jun  9 09:17:01 Cmarshall CRON[4894]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:17:01 Cmarshall CRON[4894]: pam_unix(cron:session): session closed for user root
Jun  9 09:20:01 Cmarshall CRON[4902]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:20:07 Cmarshall CRON[4902]: pam_unix(cron:session): session closed for user root
Jun  9 09:25:01 Cmarshall CRON[4937]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:25:07 Cmarshall CRON[4937]: pam_unix(cron:session): session closed for user root
Jun  9 09:30:01 Cmarshall CRON[4970]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:30:08 Cmarshall CRON[4970]: pam_unix(cron:session): session closed for user root
Jun  9 09:35:01 Cmarshall CRON[5005]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:35:03 Cmarshall CRON[5005]: pam_unix(cron:session): session closed for user root
Jun  9 09:40:01 Cmarshall CRON[5040]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:40:07 Cmarshall CRON[5040]: pam_unix(cron:session): session closed for user root
Jun  9 09:45:01 Cmarshall CRON[5073]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:45:08 Cmarshall CRON[5073]: pam_unix(cron:session): session closed for user root
Jun  9 09:50:01 Cmarshall CRON[5108]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:50:07 Cmarshall CRON[5108]: pam_unix(cron:session): session closed for user root
Jun  9 09:55:01 Cmarshall CRON[5143]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 09:55:08 Cmarshall CRON[5143]: pam_unix(cron:session): session closed for user root
Jun  9 10:00:01 Cmarshall CRON[5176]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:00:08 Cmarshall CRON[5176]: pam_unix(cron:session): session closed for user root
Jun  9 10:05:01 Cmarshall CRON[5211]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:05:08 Cmarshall CRON[5211]: pam_unix(cron:session): session closed for user root
Jun  9 10:10:01 Cmarshall CRON[5245]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:10:08 Cmarshall CRON[5245]: pam_unix(cron:session): session closed for user root
Jun  9 10:15:01 Cmarshall CRON[5280]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:15:07 Cmarshall CRON[5280]: pam_unix(cron:session): session closed for user root
Jun  9 10:17:01 Cmarshall CRON[5310]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:17:01 Cmarshall CRON[5310]: pam_unix(cron:session): session closed for user root
Jun  9 10:20:01 Cmarshall CRON[5317]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:20:07 Cmarshall CRON[5317]: pam_unix(cron:session): session closed for user root
Jun  9 10:25:01 Cmarshall CRON[5353]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:25:08 Cmarshall CRON[5353]: pam_unix(cron:session): session closed for user root
Jun  9 10:30:01 Cmarshall CRON[5387]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:30:07 Cmarshall CRON[5387]: pam_unix(cron:session): session closed for user root
Jun  9 10:35:01 Cmarshall CRON[5422]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:35:08 Cmarshall CRON[5422]: pam_unix(cron:session): session closed for user root
Jun  9 10:40:01 Cmarshall CRON[5458]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:40:02 Cmarshall CRON[5458]: pam_unix(cron:session): session closed for user root
Jun  9 10:45:01 Cmarshall CRON[5492]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:45:08 Cmarshall CRON[5492]: pam_unix(cron:session): session closed for user root
Jun  9 10:50:01 Cmarshall CRON[5526]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:50:07 Cmarshall CRON[5526]: pam_unix(cron:session): session closed for user root
Jun  9 10:55:01 Cmarshall CRON[5561]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 10:55:07 Cmarshall CRON[5561]: pam_unix(cron:session): session closed for user root
Jun  9 11:00:02 Cmarshall CRON[5594]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:00:09 Cmarshall CRON[5594]: pam_unix(cron:session): session closed for user root
Jun  9 11:05:01 Cmarshall CRON[5627]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:05:07 Cmarshall CRON[5627]: pam_unix(cron:session): session closed for user root
Jun  9 11:07:47 Cmarshall mdm[1636]: pam_succeed_if(mdm:auth): requirement "user ingroup nopasswdlogin" not met by user "tech"
Jun  9 11:07:50 Cmarshall mdm[1636]: pam_unix(mdm:session): session opened for user tech by (uid=0)
Jun  9 11:07:50 Cmarshall systemd-logind[1008]: Removed session c3.
Jun  9 11:07:50 Cmarshall systemd-logind[1008]: New session c4 of user tech.
Jun  9 11:07:50 Cmarshall systemd-logind[1008]: Linked /tmp/.X11-unix/X0 to /run/user/1000/X11-display.
Jun  9 11:07:50 Cmarshall mdm[1636]: pam_ck_connector(mdm:session): nox11 mode, ignoring PAM_TTY :0
Jun  9 11:07:59 Cmarshall polkitd(authority=local): Registered Authentication Agent for unix-session:c4 (system bus name :1.38 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)
Jun  9 11:08:57 Cmarshall mdm[1636]: pam_unix(mdm:session): session closed for user tech
Jun  9 11:08:57 Cmarshall polkitd(authority=local): Unregistered Authentication Agent for unix-session:c4 (system bus name :1.38, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)
Jun  9 11:08:59 Cmarshall mdm[6419]: PAM unable to dlopen(pam_kwallet.so): /lib/security/pam_kwallet.so: cannot open shared object file: No such file or directory
Jun  9 11:08:59 Cmarshall mdm[6419]: PAM adding faulty module: pam_kwallet.so
Jun  9 11:10:01 Cmarshall CRON[6442]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:10:07 Cmarshall CRON[6442]: pam_unix(cron:session): session closed for user root
Jun  9 11:15:01 Cmarshall CRON[6476]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:15:07 Cmarshall CRON[6476]: pam_unix(cron:session): session closed for user root
Jun  9 11:17:01 Cmarshall CRON[6507]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:17:01 Cmarshall CRON[6507]: pam_unix(cron:session): session closed for user root
Jun  9 11:20:01 Cmarshall CRON[6517]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:20:08 Cmarshall CRON[6517]: pam_unix(cron:session): session closed for user root
Jun  9 11:25:01 Cmarshall CRON[6557]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:25:07 Cmarshall CRON[6557]: pam_unix(cron:session): session closed for user root
Jun  9 11:30:01 Cmarshall CRON[6592]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:30:08 Cmarshall CRON[6592]: pam_unix(cron:session): session closed for user root
Jun  9 11:35:01 Cmarshall CRON[6634]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:35:07 Cmarshall CRON[6634]: pam_unix(cron:session): session closed for user root
Jun  9 11:40:01 Cmarshall CRON[6678]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:40:07 Cmarshall CRON[6678]: pam_unix(cron:session): session closed for user root
Jun  9 11:45:01 Cmarshall CRON[6721]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:45:08 Cmarshall CRON[6721]: pam_unix(cron:session): session closed for user root
Jun  9 11:50:01 Cmarshall CRON[6764]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:50:08 Cmarshall CRON[6764]: pam_unix(cron:session): session closed for user root
Jun  9 11:55:01 Cmarshall CRON[6805]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 11:55:08 Cmarshall CRON[6805]: pam_unix(cron:session): session closed for user root
Jun  9 12:00:01 Cmarshall CRON[6849]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:00:03 Cmarshall CRON[6849]: pam_unix(cron:session): session closed for user root
Jun  9 12:05:01 Cmarshall CRON[6890]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:05:07 Cmarshall CRON[6890]: pam_unix(cron:session): session closed for user root
Jun  9 12:10:01 Cmarshall CRON[6933]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:10:07 Cmarshall CRON[6933]: pam_unix(cron:session): session closed for user root
Jun  9 12:15:01 Cmarshall CRON[6976]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:15:07 Cmarshall CRON[6976]: pam_unix(cron:session): session closed for user root
Jun  9 12:17:01 Cmarshall CRON[7009]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:17:01 Cmarshall CRON[7009]: pam_unix(cron:session): session closed for user root
Jun  9 12:20:01 Cmarshall CRON[7022]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:20:08 Cmarshall CRON[7022]: pam_unix(cron:session): session closed for user root
Jun  9 12:25:01 Cmarshall CRON[7063]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:25:07 Cmarshall CRON[7063]: pam_unix(cron:session): session closed for user root
Jun  9 12:30:01 Cmarshall CRON[7104]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:30:08 Cmarshall CRON[7104]: pam_unix(cron:session): session closed for user root
Jun  9 12:35:01 Cmarshall CRON[7145]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:35:07 Cmarshall CRON[7145]: pam_unix(cron:session): session closed for user root
Jun  9 12:40:01 Cmarshall CRON[7186]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:40:08 Cmarshall CRON[7186]: pam_unix(cron:session): session closed for user root
Jun  9 12:45:01 Cmarshall CRON[7224]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:45:07 Cmarshall CRON[7224]: pam_unix(cron:session): session closed for user root
Jun  9 12:50:01 Cmarshall CRON[7264]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:50:07 Cmarshall CRON[7264]: pam_unix(cron:session): session closed for user root
Jun  9 12:55:01 Cmarshall CRON[7299]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 12:55:07 Cmarshall CRON[7299]: pam_unix(cron:session): session closed for user root
Jun  9 13:00:01 Cmarshall CRON[7334]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 13:00:08 Cmarshall CRON[7334]: pam_unix(cron:session): session closed for user root
Jun  9 13:05:01 Cmarshall CRON[7370]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 13:05:07 Cmarshall CRON[7370]: pam_unix(cron:session): session closed for user root
Jun  9 13:10:01 Cmarshall CRON[7404]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 13:10:07 Cmarshall CRON[7404]: pam_unix(cron:session): session closed for user root
Jun  9 13:15:01 Cmarshall CRON[7438]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 13:15:08 Cmarshall CRON[7438]: pam_unix(cron:session): session closed for user root
Jun  9 13:17:01 Cmarshall CRON[7470]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 13:17:01 Cmarshall CRON[7470]: pam_unix(cron:session): session closed for user root
Jun  9 13:17:27 Cmarshall mdm[6419]: pam_succeed_if(mdm:auth): requirement "user ingroup nopasswdlogin" not met by user "tech"
Jun  9 13:17:30 Cmarshall mdm[6419]: pam_unix(mdm:session): session opened for user tech by (uid=0)
Jun  9 13:17:30 Cmarshall systemd-logind[1008]: Removed session c4.
Jun  9 13:17:30 Cmarshall systemd-logind[1008]: New session c5 of user tech.
Jun  9 13:17:30 Cmarshall systemd-logind[1008]: Linked /tmp/.X11-unix/X0 to /run/user/1000/X11-display.
Jun  9 13:17:30 Cmarshall mdm[6419]: pam_ck_connector(mdm:session): nox11 mode, ignoring PAM_TTY :0
Jun  9 13:17:31 Cmarshall polkitd(authority=local): Registered Authentication Agent for unix-session:c5 (system bus name :1.59 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)
Jun  9 13:20:01 Cmarshall CRON[8181]: pam_unix(cron:session): session opened for user root by (uid=0)
Jun  9 13:20:01 Cmarshall CRON[8181]: pam_unix(cron:session): session closed for user root
Jun  9 13:23:40 Cmarshall systemd-logind[1008]: System is powering down.
Jun  9 13:23:40 Cmarshall systemd-logind[1008]: Operation finished.
Dec 31 19:05:22 Cmarshall mdm[1643]: PAM unable to dlopen(pam_kwallet.so): /lib/security/pam_kwallet.so: cannot open shared object file: No such file or directory
Dec 31 19:05:22 Cmarshall mdm[1643]: PAM adding faulty module: pam_kwallet.so
